-5.440075562029972934e+04,6.890991828946230817e+04
-5.440131715972747770e+04,6.891183302846763399e+04
-5.440207415487268736e+04,6.891366383843030781e+04
-5.440244434869870747e+04,6.891561427304345125e+04
-5.440303755245150387e+04,6.891751256278967776e+04
-5.440340830604082294e+04,6.891947116421035025e+04
-5.440374415791498177e+04,6.892143978574598441e+04
-5.440402254748951964e+04,6.892341639981069602e+04
-5.440409505719712615e+04,6.892539340414488106e+04
-5.440420819152888726e+04,6.892737774060881929e+04
-5.440422310221058433e+04,6.892936662437932682e+04
-5.440410938397493737e+04,6.893136008839069109e+04
-5.440405291251320159e+04,6.893334870584867895e+04
-5.440380325100714253e+04,6.893532975111549604e+04
-5.440361753050291736e+04,6.893731047692892025e+04
-5.440327332400783780e+04,6.893927578032203019e+04
-5.440286953148357134e+04,6.894122934669308597e+04
-5.440243094949575607e+04,6.894317762430931907e+04
-5.440195637308284495e+04,6.894507981132061104e+04
-5.440141106811879581e+04,6.894686184074892662e+04
-5.440079621028036490e+04,6.894876192412349337e+04
-5.440016285638633417e+04,6.895065586047696706e+04
-5.439945748142963566e+04,6.895252399658277864e+04
-5.439864345125007821e+04,6.895434420500691340e+04
-5.439773467500262632e+04,6.895609580794538488e+04
-5.439681263786429918e+04,6.895786133808094019e+04
-5.439583844365767436e+04,6.895958014267121325e+04
-5.439484123584284680e+04,6.896130482298498100e+04
-5.439381084819031821e+04,6.896301151057923562e+04
-5.439275759578434372e+04,6.896470348497194936e+04
-5.439170629578416265e+04,6.896639355298524606e+04
-5.439060494281552383e+04,6.896804906612551713e+04
-5.438952686537153932e+04,6.896972394941441598e+04
-5.438846379975177842e+04,6.897140498684432532e+04
-5.438735027250385610e+04,6.897304874924711476e+04
-5.438625879167300445e+04,6.897471085569914430e+04
-5.438520053549334989e+04,6.897639868713160104e+04
-5.438410886954820307e+04,6.897806476955402468e+04
-5.438301088584150421e+04,6.897972464849484095e+04
-5.438191205645502487e+04,6.898138141527914559e+04
-5.438082814276379213e+04,6.898304337021801621e+04
-5.437977850264090375e+04,6.898473217445162300e+04
-5.437861200561106671e+04,6.898634576785827812e+04
-5.437737971511521755e+04,6.898790486594183312e+04
-5.437619260699243023e+04,6.898943925479585596e+04
-5.437494592372558691e+04,6.899093580634296814e+04
-5.437379320554005972e+04,6.899251367858829326e+04
-5.437256887438652484e+04,6.899403116411979136e+04
-5.437153412842687248e+04,6.899571403220183856e+04
-5.437046076977629127e+04,6.899733755888730229e+04
-5.436935485776985297e+04,6.899894157376211660e+04
-5.436814150358729967e+04,6.900048033481088351e+04
-5.436698725064442988e+04,6.900209901304790401e+04
-5.436599408667322132e+04,6.900382157097579329e+04
-5.436475274784173962e+04,6.900537300133303506e+04
-5.436348049842161709e+04,6.900690259904738923e+04
-5.436242367296708835e+04,6.900859718254188192e+04
-5.436143426129902946e+04,6.901032393312886416e+04
-5.436067357485270622e+04,6.901216562871732458e+04
